1744662588.156057 server started (2863): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1744662588.156071 on Linux 5.15.167.4-microsoft-standard-WSL2 #1 SMP Tue Nov 5 00:21:55 UTC 2024
1744662588.156075 using libevent 2.1.12-stable poll
1744662588.156077 using ncurses 6.4 20240113
1744662588.177088 args_parse: flags end at 2 of 3
1744662588.177090 args_parse: 2 = next-word-end (type STRING)
1744662588.177092 cmd_parse_build_commands: send-keys -X next-word-end
1744662588.177093 args_parse_flags: next -Tcopy-mode-vi
1744662588.177095 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177096 args_parse_flags: next e
1744662588.177097 args_parse: flags end at 2 of 4
1744662588.177098 args_parse: 2 = e (type STRING)
1744662588.177101 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1744662588.177104 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1744662588.177106 cmdq_get_command: [bind-key/0x559a326c8120] group 2392
1744662588.177107 cmdq_append <global>: [bind-key/0x559a326c8120]
1744662588.177109 yylex_token: end at WS
1744662588.177110 yylex_token: bind
1744662588.177112 yylex_token: end at WS
1744662588.177113 yylex_token: -Tcopy-mode-vi
1744662588.177114 yylex_token: end at WS
1744662588.177115 yylex_token: f
1744662588.177117 yylex_token: end at WS
1744662588.177118 yylex_token: command-prompt
1744662588.177120 yylex_token: end at WS
1744662588.177121 yylex_token: -1p(jump forward)
1744662588.177122 yylex_token: end at WS
1744662588.177124 yylex_token: send
1744662588.177125 yylex_token: end at WS
1744662588.177126 yylex_token: -X
1744662588.177128 yylex_token: end at WS
1744662588.177129 yylex_token: jump-forward
1744662588.177130 yylex_token: end at WS
1744662588.177131 yylex_token: %%
1744662588.177133 cmd_parse_build_commands 0:0: bind
1744662588.177135 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177136 cmd_parse_build_commands 0:2: f
1744662588.177137 cmd_parse_build_commands 0:3 0:0: command-prompt
1744662588.177139 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1744662588.177140 cmd_parse_build_commands 0:3 0:2 0:0: send
1744662588.177142 cmd_parse_build_commands 0:3 0:2 0:1: -X
1744662588.177143 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1744662588.177144 cmd_parse_build_commands 0:3 0:2 0:3: %%
1744662588.177146 cmd_parse_build_commands 0:0: command-prompt
1744662588.177148 cmd_parse_build_commands 0:1: -1p(jump forward)
1744662588.177149 cmd_parse_build_commands 0:2 0:0: send
1744662588.177150 cmd_parse_build_commands 0:2 0:1: -X
1744662588.177154 cmd_parse_build_commands 0:2 0:2: jump-forward
1744662588.177155 cmd_parse_build_commands 0:2 0:3: %%
1744662588.177157 cmd_parse_build_commands 0:0: send
1744662588.177158 cmd_parse_build_commands 0:1: -X
1744662588.177159 cmd_parse_build_commands 0:2: jump-forward
1744662588.177161 cmd_parse_build_commands 0:3: %%
1744662588.177163 args_parse_flags: next -X
1744662588.177164 args_parse_flags: -X
1744662588.177165 args_parse_flags: next jump-forward
1744662588.177167 args_parse: flags end at 2 of 4
1744662588.177168 args_parse: 2 = jump-forward (type STRING)
1744662588.177169 args_parse: 3 = %% (type STRING)
1744662588.177172 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1744662588.177174 args_parse_flags: next -1p(jump forward)
1744662588.177175 args_parse_flags: -1
1744662588.177176 args_parse_flag_argument: -p = (jump forward)
1744662588.177178 args_parse: flags end at 2 of 3
1744662588.177180 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1744662588.177184 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1744662588.177185 args_parse_flags: next -Tcopy-mode-vi
1744662588.177186 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177188 args_parse_flags: next f
1744662588.177189 args_parse: flags end at 2 of 4
1744662588.177190 args_parse: 2 = f (type STRING)
1744662588.177195 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1744662588.177199 cmd_parse_build_commands: bind-key -T copy-mode-vi f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1744662588.177201 cmdq_get_command: [bind-key/0x559a326c92c0] group 2400
1744662588.177203 cmdq_append <global>: [bind-key/0x559a326c92c0]
1744662588.177207 yylex_token: end at WS
1744662588.177208 yylex_token: bind
1744662588.177210 yylex_token: end at WS
1744662588.177211 yylex_token: -Tcopy-mode-vi
1744662588.177212 yylex_token: end at WS
1744662588.177213 yylex_token: g
1744662588.177215 yylex_token: end at WS
1744662588.177216 yylex_token: send
1744662588.177217 yylex_token: end at WS
1744662588.177218 yylex_token: -X
1744662588.177220 yylex_token: end at WS
1744662588.177221 yylex_token: history-top
1744662588.177223 cmd_parse_build_commands 0:0: bind
1744662588.177224 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177225 cmd_parse_build_commands 0:2: g
1744662588.177227 cmd_parse_build_commands 0:3 0:0: send
1744662588.177228 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177230 cmd_parse_build_commands 0:3 0:2: history-top
1744662588.177231 cmd_parse_build_commands 0:0: send
1744662588.177233 cmd_parse_build_commands 0:1: -X
1744662588.177234 cmd_parse_build_commands 0:2: history-top
1744662588.177236 args_parse_flags: next -X
1744662588.177237 args_parse_flags: -X
1744662588.177239 args_parse_flags: next history-top
1744662588.177240 args_parse: flags end at 2 of 3
1744662588.177241 args_parse: 2 = history-top (type STRING)
1744662588.177244 cmd_parse_build_commands: send-keys -X history-top
1744662588.177245 args_parse_flags: next -Tcopy-mode-vi
1744662588.177246 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177248 args_parse_flags: next g
1744662588.177249 args_parse: flags end at 2 of 4
1744662588.177250 args_parse: 2 = g (type STRING)
1744662588.177252 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1744662588.177256 cmd_parse_build_commands: bind-key -T copy-mode-vi g { send-keys -X history-top }
1744662588.177258 cmdq_get_command: [bind-key/0x559a326c75d0] group 2412
1744662588.177259 cmdq_append <global>: [bind-key/0x559a326c75d0]
1744662588.177261 yylex_token: end at WS
1744662588.177262 yylex_token: bind
1744662588.177264 yylex_token: end at WS
1744662588.177265 yylex_token: -Tcopy-mode-vi
1744662588.177266 yylex_token: end at WS
1744662588.177267 yylex_token: h
1744662588.177269 yylex_token: end at WS
1744662588.177270 yylex_token: send
1744662588.177271 yylex_token: end at WS
1744662588.177272 yylex_token: -X
1744662588.177274 yylex_token: end at WS
1744662588.177277 yylex_token: cursor-left
1744662588.177279 cmd_parse_build_commands 0:0: bind
1744662588.177280 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177281 cmd_parse_build_commands 0:2: h
1744662588.177283 cmd_parse_build_commands 0:3 0:0: send
1744662588.177284 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177285 cmd_parse_build_commands 0:3 0:2: cursor-left
1744662588.177287 cmd_parse_build_commands 0:0: send
1744662588.177288 cmd_parse_build_commands 0:1: -X
1744662588.177290 cmd_parse_build_commands 0:2: cursor-left
1744662588.177292 args_parse_flags: next -X
1744662588.177293 args_parse_flags: -X
1744662588.177294 args_parse_flags: next cursor-left
1744662588.177296 args_parse: flags end at 2 of 3
1744662588.177297 args_parse: 2 = cursor-left (type STRING)
1744662588.177299 cmd_parse_build_commands: send-keys -X cursor-left
1744662588.177301 args_parse_flags: next -Tcopy-mode-vi
1744662588.177302 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177303 args_parse_flags: next h
1744662588.177305 args_parse: flags end at 2 of 4
1744662588.177306 args_parse: 2 = h (type STRING)
1744662588.177308 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1744662588.177311 cmd_parse_build_commands: bind-key -T copy-mode-vi h { send-keys -X cursor-left }
1744662588.177313 cmdq_get_command: [bind-key/0x559a326c9520] group 2420
1744662588.177314 cmdq_append <global>: [bind-key/0x559a326c9520]
1744662588.177316 yylex_token: end at WS
1744662588.177318 yylex_token: bind
1744662588.177319 yylex_token: end at WS
1744662588.177320 yylex_token: -Tcopy-mode-vi
1744662588.177321 yylex_token: end at WS
1744662588.177323 yylex_token: j
1744662588.177324 yylex_token: end at WS
1744662588.177325 yylex_token: send
1744662588.177326 yylex_token: end at WS
1744662588.177328 yylex_token: -X
1744662588.177329 yylex_token: end at WS
1744662588.177330 yylex_token: cursor-down
1744662588.177332 cmd_parse_build_commands 0:0: bind
1744662588.177333 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177335 cmd_parse_build_commands 0:2: j
1744662588.177336 cmd_parse_build_commands 0:3 0:0: send
1744662588.177337 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177339 cmd_parse_build_commands 0:3 0:2: cursor-down
1744662588.177340 cmd_parse_build_commands 0:0: send
1744662588.177342 cmd_parse_build_commands 0:1: -X
1744662588.177343 cmd_parse_build_commands 0:2: cursor-down
1744662588.177345 args_parse_flags: next -X
1744662588.177346 args_parse_flags: -X
1744662588.177348 args_parse_flags: next cursor-down
1744662588.177349 args_parse: flags end at 2 of 3
1744662588.177350 args_parse: 2 = cursor-down (type STRING)
1744662588.177352 cmd_parse_build_commands: send-keys -X cursor-down
1744662588.177354 args_parse_flags: next -Tcopy-mode-vi
1744662588.177355 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177356 args_parse_flags: next j
1744662588.177358 args_parse: flags end at 2 of 4
1744662588.177359 args_parse: 2 = j (type STRING)
1744662588.177361 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1744662588.177364 cmd_parse_build_commands: bind-key -T copy-mode-vi j { send-keys -X cursor-down }
1744662588.177366 cmdq_get_command: [bind-key/0x559a326c9c20] group 2428
1744662588.177367 cmdq_append <global>: [bind-key/0x559a326c9c20]
1744662588.177369 yylex_token: end at WS
1744662588.177370 yylex_token: bind
1744662588.177372 yylex_token: end at WS
1744662588.177373 yylex_token: -Tcopy-mode-vi
1744662588.177374 yylex_token: end at WS
1744662588.177376 yylex_token: k
1744662588.177377 yylex_token: end at WS
1744662588.177378 yylex_token: send
1744662588.177379 yylex_token: end at WS
1744662588.177380 yylex_token: -X
1744662588.177382 yylex_token: end at WS
1744662588.177383 yylex_token: cursor-up
1744662588.177385 cmd_parse_build_commands 0:0: bind
1744662588.177386 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177387 cmd_parse_build_commands 0:2: k
1744662588.177389 cmd_parse_build_commands 0:3 0:0: send
1744662588.177390 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177391 cmd_parse_build_commands 0:3 0:2: cursor-up
1744662588.177395 cmd_parse_build_commands 0:0: send
1744662588.177396 cmd_parse_build_commands 0:1: -X
1744662588.177398 cmd_parse_build_commands 0:2: cursor-up
1744662588.177400 args_parse_flags: next -X
1744662588.177401 args_parse_flags: -X
1744662588.177402 args_parse_flags: next cursor-up
1744662588.177404 args_parse: flags end at 2 of 3
1744662588.177405 args_parse: 2 = cursor-up (type STRING)
1744662588.177407 cmd_parse_build_commands: send-keys -X cursor-up
1744662588.177409 args_parse_flags: next -Tcopy-mode-vi
1744662588.177410 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177411 args_parse_flags: next k
1744662588.177413 args_parse: flags end at 2 of 4
1744662588.177414 args_parse: 2 = k (type STRING)
1744662588.177416 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1744662588.177419 cmd_parse_build_commands: bind-key -T copy-mode-vi k { send-keys -X cursor-up }
1744662588.177421 cmdq_get_command: [bind-key/0x559a326ca1e0] group 2436
1744662588.177423 cmdq_append <global>: [bind-key/0x559a326ca1e0]
1744662588.177425 yylex_token: end at WS
1744662588.177426 yylex_token: bind
1744662588.177427 yylex_token: end at WS
1744662588.177429 yylex_token: -Tcopy-mode-vi
1744662588.177430 yylex_token: end at WS
1744662588.177431 yylex_token: z
1744662588.177432 yylex_token: end at WS
1744662588.177434 yylex_token: send
1744662588.177435 yylex_token: end at WS
1744662588.177436 yylex_token: -X
1744662588.177438 yylex_token: end at WS
1744662588.177439 yylex_token: scroll-middle
1744662588.177440 cmd_parse_build_commands 0:0: bind
1744662588.177442 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177443 cmd_parse_build_commands 0:2: z
1744662588.177445 cmd_parse_build_commands 0:3 0:0: send
1744662588.177446 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177447 cmd_parse_build_commands 0:3 0:2: scroll-middle
1744662588.177449 cmd_parse_build_commands 0:0: send
1744662588.177450 cmd_parse_build_commands 0:1: -X
1744662588.177452 cmd_parse_build_commands 0:2: scroll-middle
1744662588.177454 args_parse_flags: next -X
1744662588.177455 args_parse_flags: -X
1744662588.177457 args_parse_flags: next scroll-middle
1744662588.177458 args_parse: flags end at 2 of 3
1744662588.177459 args_parse: 2 = scroll-middle (type STRING)
1744662588.177461 cmd_parse_build_commands: send-keys -X scroll-middle
1744662588.177463 args_parse_flags: next -Tcopy-mode-vi
1744662588.177464 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177465 args_parse_flags: next z
1744662588.177467 args_parse: flags end at 2 of 4
1744662588.177468 args_parse: 2 = z (type STRING)
1744662588.177470 args_parse: 3 = send-keys -X scroll-middle (type COMMANDS)
1744662588.177473 cmd_parse_build_commands: bind-key -T copy-mode-vi z { send-keys -X scroll-middle }
1744662588.177475 cmdq_get_command: [bind-key/0x559a326ca720] group 2444
1744662588.177476 cmdq_append <global>: [bind-key/0x559a326ca720]
1744662588.177479 yylex_token: end at WS
1744662588.177481 yylex_token: bind
1744662588.177482 yylex_token: end at WS
1744662588.177483 yylex_token: -Tcopy-mode-vi
1744662588.177485 yylex_token: end at WS
1744662588.177486 yylex_token: l
1744662588.177487 yylex_token: end at WS
1744662588.177488 yylex_token: send
1744662588.177490 yylex_token: end at WS
1744662588.177491 yylex_token: -X
1744662588.177492 yylex_token: end at WS
1744662588.177494 yylex_token: cursor-right
1744662588.177495 cmd_parse_build_commands 0:0: bind
1744662588.177497 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177498 cmd_parse_build_commands 0:2: l
1744662588.177499 cmd_parse_build_commands 0:3 0:0: send
1744662588.177501 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177502 cmd_parse_build_commands 0:3 0:2: cursor-right
1744662588.177504 cmd_parse_build_commands 0:0: send
1744662588.177505 cmd_parse_build_commands 0:1: -X
1744662588.177506 cmd_parse_build_commands 0:2: cursor-right
1744662588.177509 args_parse_flags: next -X
1744662588.177510 args_parse_flags: -X
1744662588.177511 args_parse_flags: next cursor-right
1744662588.177514 args_parse: flags end at 2 of 3
1744662588.177516 args_parse: 2 = cursor-right (type STRING)
1744662588.177518 cmd_parse_build_commands: send-keys -X cursor-right
1744662588.177519 args_parse_flags: next -Tcopy-mode-vi
1744662588.177520 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177522 args_parse_flags: next l
1744662588.177523 args_parse: flags end at 2 of 4
1744662588.177524 args_parse: 2 = l (type STRING)
1744662588.177526 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1744662588.177529 cmd_parse_build_commands: bind-key -T copy-mode-vi l { send-keys -X cursor-right }
1744662588.177531 cmdq_get_command: [bind-key/0x559a326caef0] group 2452
1744662588.177533 cmdq_append <global>: [bind-key/0x559a326caef0]
1744662588.177535 yylex_token: end at WS
1744662588.177536 yylex_token: bind
1744662588.177538 yylex_token: end at WS
1744662588.177539 yylex_token: -Tcopy-mode-vi
1744662588.177540 yylex_token: end at WS
1744662588.177541 yylex_token: n
1744662588.177543 yylex_token: end at WS
1744662588.177544 yylex_token: send
1744662588.177545 yylex_token: end at WS
1744662588.177546 yylex_token: -X
1744662588.177548 yylex_token: end at WS
1744662588.177549 yylex_token: search-again
1744662588.177551 cmd_parse_build_commands 0:0: bind
1744662588.177552 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177553 cmd_parse_build_commands 0:2: n
1744662588.177555 cmd_parse_build_commands 0:3 0:0: send
1744662588.177556 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177558 cmd_parse_build_commands 0:3 0:2: search-again
1744662588.177559 cmd_parse_build_commands 0:0: send
1744662588.177561 cmd_parse_build_commands 0:1: -X
1744662588.177562 cmd_parse_build_commands 0:2: search-again
1744662588.177564 args_parse_flags: next -X
1744662588.177566 args_parse_flags: -X
1744662588.177567 args_parse_flags: next search-again
1744662588.177568 args_parse: flags end at 2 of 3
1744662588.177569 args_parse: 2 = search-again (type STRING)
1744662588.177572 cmd_parse_build_commands: send-keys -X search-again
1744662588.177573 args_parse_flags: next -Tcopy-mode-vi
1744662588.177574 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177576 args_parse_flags: next n
1744662588.177577 args_parse: flags end at 2 of 4
1744662588.177578 args_parse: 2 = n (type STRING)
1744662588.177580 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1744662588.177583 cmd_parse_build_commands: bind-key -T copy-mode-vi n { send-keys -X search-again }
1744662588.177585 cmdq_get_command: [bind-key/0x559a326cb620] group 2460
1744662588.177586 cmdq_append <global>: [bind-key/0x559a326cb620]
1744662588.177589 yylex_token: end at WS
1744662588.177591 yylex_token: bind
1744662588.177592 yylex_token: end at WS
1744662588.177593 yylex_token: -Tcopy-mode-vi
1744662588.177595 yylex_token: end at WS
1744662588.177596 yylex_token: o
1744662588.177597 yylex_token: end at WS
1744662588.177598 yylex_token: send
1744662588.177600 yylex_token: end at WS
1744662588.177601 yylex_token: -X
1744662588.177602 yylex_token: end at WS
1744662588.177604 yylex_token: other-end
1744662588.177605 cmd_parse_build_commands 0:0: bind
1744662588.177607 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177608 cmd_parse_build_commands 0:2: o
1744662588.177609 cmd_parse_build_commands 0:3 0:0: send
1744662588.177611 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177612 cmd_parse_build_commands 0:3 0:2: other-end
1744662588.177614 cmd_parse_build_commands 0:0: send
1744662588.177615 cmd_parse_build_commands 0:1: -X
1744662588.177617 cmd_parse_build_commands 0:2: other-end
1744662588.177619 args_parse_flags: next -X
1744662588.177620 args_parse_flags: -X
1744662588.177621 args_parse_flags: next other-end
1744662588.177623 args_parse: flags end at 2 of 3
1744662588.177624 args_parse: 2 = other-end (type STRING)
1744662588.177626 cmd_parse_build_commands: send-keys -X other-end
1744662588.177628 args_parse_flags: next -Tcopy-mode-vi
1744662588.177629 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177630 args_parse_flags: next o
1744662588.177632 args_parse: flags end at 2 of 4
1744662588.177635 args_parse: 2 = o (type STRING)
1744662588.177637 args_parse: 3 = send-keys -X other-end (type COMMANDS)
1744662588.177640 cmd_parse_build_commands: bind-key -T copy-mode-vi o { send-keys -X other-end }
1744662588.177642 cmdq_get_command: [bind-key/0x559a326cbbe0] group 2468
1744662588.177643 cmdq_append <global>: [bind-key/0x559a326cbbe0]
1744662588.177645 yylex_token: end at WS
1744662588.177647 yylex_token: bind
1744662588.177648 yylex_token: end at WS
1744662588.177649 yylex_token: -Tcopy-mode-vi
1744662588.177651 yylex_token: end at WS
1744662588.177652 yylex_token: q
1744662588.177653 yylex_token: end at WS
1744662588.177655 yylex_token: send
1744662588.177656 yylex_token: end at WS
1744662588.177657 yylex_token: -X
1744662588.177658 yylex_token: end at WS
1744662588.177659 yylex_token: cancel
1744662588.177661 cmd_parse_build_commands 0:0: bind
1744662588.177662 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177664 cmd_parse_build_commands 0:2: q
1744662588.177665 cmd_parse_build_commands 0:3 0:0: send
1744662588.177667 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177668 cmd_parse_build_commands 0:3 0:2: cancel
1744662588.177670 cmd_parse_build_commands 0:0: send
1744662588.177671 cmd_parse_build_commands 0:1: -X
1744662588.177672 cmd_parse_build_commands 0:2: cancel
1744662588.177674 args_parse_flags: next -X
1744662588.177676 args_parse_flags: -X
1744662588.177677 args_parse_flags: next cancel
1744662588.177678 args_parse: flags end at 2 of 3
1744662588.177680 args_parse: 2 = cancel (type STRING)
1744662588.177682 cmd_parse_build_commands: send-keys -X cancel
1744662588.177683 args_parse_flags: next -Tcopy-mode-vi
1744662588.177684 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177686 args_parse_flags: next q
1744662588.177687 args_parse: flags end at 2 of 4
1744662588.177688 args_parse: 2 = q (type STRING)
1744662588.177690 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1744662588.177693 cmd_parse_build_commands: bind-key -T copy-mode-vi q { send-keys -X cancel }
1744662588.177695 cmdq_get_command: [bind-key/0x559a326cc170] group 2476
1744662588.177696 cmdq_append <global>: [bind-key/0x559a326cc170]
1744662588.177698 yylex_token: end at WS
1744662588.177700 yylex_token: bind
1744662588.177701 yylex_token: end at WS
1744662588.177702 yylex_token: -Tcopy-mode-vi
1744662588.177704 yylex_token: end at WS
1744662588.177705 yylex_token: r
1744662588.177706 yylex_token: end at WS
1744662588.177707 yylex_token: send
1744662588.177709 yylex_token: end at WS
1744662588.177710 yylex_token: -X
1744662588.177711 yylex_token: end at WS
1744662588.177712 yylex_token: refresh-from-pane
1744662588.177714 cmd_parse_build_commands 0:0: bind
1744662588.177715 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177717 cmd_parse_build_commands 0:2: r
1744662588.177718 cmd_parse_build_commands 0:3 0:0: send
1744662588.177720 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177721 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1744662588.177723 cmd_parse_build_commands 0:0: send
1744662588.177724 cmd_parse_build_commands 0:1: -X
1744662588.177725 cmd_parse_build_commands 0:2: refresh-from-pane
1744662588.177727 args_parse_flags: next -X
1744662588.177729 args_parse_flags: -X
1744662588.177730 args_parse_flags: next refresh-from-pane
1744662588.177731 args_parse: flags end at 2 of 3
1744662588.177733 args_parse: 2 = refresh-from-pane (type STRING)
1744662588.177735 cmd_parse_build_commands: send-keys -X refresh-from-pane
1744662588.177736 args_parse_flags: next -Tcopy-mode-vi
1744662588.177738 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177739 args_parse_flags: next r
1744662588.177740 args_parse: flags end at 2 of 4
1744662588.177742 args_parse: 2 = r (type STRING)
1744662588.177744 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1744662588.177747 cmd_parse_build_commands: bind-key -T copy-mode-vi r { send-keys -X refresh-from-pane }
1744662588.177749 cmdq_get_command: [bind-key/0x559a326cc5b0] group 2484
1744662588.177750 cmdq_append <global>: [bind-key/0x559a326cc5b0]
1744662588.177755 yylex_token: end at WS
1744662588.177756 yylex_token: bind
1744662588.177758 yylex_token: end at WS
1744662588.177759 yylex_token: -Tcopy-mode-vi
1744662588.177760 yylex_token: end at WS
1744662588.177762 yylex_token: t
1744662588.177763 yylex_token: end at WS
1744662588.177764 yylex_token: command-prompt
1744662588.177766 yylex_token: end at WS
1744662588.177767 yylex_token: -1p(jump to forward)
1744662588.177768 yylex_token: end at WS
1744662588.177770 yylex_token: send
1744662588.177771 yylex_token: end at WS
1744662588.177772 yylex_token: -X
1744662588.177774 yylex_token: end at WS
1744662588.177775 yylex_token: jump-to-forward
1744662588.177776 yylex_token: end at WS
1744662588.177777 yylex_token: %%
1744662588.177779 cmd_parse_build_commands 0:0: bind
1744662588.177781 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177782 cmd_parse_build_commands 0:2: t
1744662588.177784 cmd_parse_build_commands 0:3 0:0: command-prompt
1744662588.177785 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1744662588.177787 cmd_parse_build_commands 0:3 0:2 0:0: send
1744662588.177788 cmd_parse_build_commands 0:3 0:2 0:1: -X
1744662588.177789 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1744662588.177791 cmd_parse_build_commands 0:3 0:2 0:3: %%
1744662588.177793 cmd_parse_build_commands 0:0: command-prompt
1744662588.177794 cmd_parse_build_commands 0:1: -1p(jump to forward)
1744662588.177795 cmd_parse_build_commands 0:2 0:0: send
1744662588.177797 cmd_parse_build_commands 0:2 0:1: -X
1744662588.177798 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1744662588.177799 cmd_parse_build_commands 0:2 0:3: %%
1744662588.177801 cmd_parse_build_commands 0:0: send
1744662588.177802 cmd_parse_build_commands 0:1: -X
1744662588.177804 cmd_parse_build_commands 0:2: jump-to-forward
1744662588.177805 cmd_parse_build_commands 0:3: %%
1744662588.177807 args_parse_flags: next -X
1744662588.177808 args_parse_flags: -X
1744662588.177810 args_parse_flags: next jump-to-forward
1744662588.177811 args_parse: flags end at 2 of 4
1744662588.177812 args_parse: 2 = jump-to-forward (type STRING)
1744662588.177814 args_parse: 3 = %% (type STRING)
1744662588.177816 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1744662588.177818 args_parse_flags: next -1p(jump to forward)
1744662588.177819 args_parse_flags: -1
1744662588.177820 args_parse_flag_argument: -p = (jump to forward)
1744662588.177822 args_parse: flags end at 2 of 3
1744662588.177824 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1744662588.177828 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1744662588.177830 args_parse_flags: next -Tcopy-mode-vi
1744662588.177831 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177832 args_parse_flags: next t
1744662588.177833 args_parse: flags end at 2 of 4
1744662588.177835 args_parse: 2 = t (type STRING)
1744662588.177839 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1744662588.177843 cmd_parse_build_commands: bind-key -T copy-mode-vi t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1744662588.177846 cmdq_get_command: [bind-key/0x559a326cd8b0] group 2492
1744662588.177847 cmdq_append <global>: [bind-key/0x559a326cd8b0]
1744662588.177851 yylex_token: end at WS
1744662588.177852 yylex_token: bind
1744662588.177853 yylex_token: end at WS
1744662588.177855 yylex_token: -Tcopy-mode-vi
1744662588.177856 yylex_token: end at WS
1744662588.177857 yylex_token: v
1744662588.177858 yylex_token: end at WS
1744662588.177860 yylex_token: send
1744662588.177861 yylex_token: end at WS
1744662588.177862 yylex_token: -X
1744662588.177864 yylex_token: end at WS
1744662588.177865 yylex_token: rectangle-toggle
1744662588.177867 cmd_parse_build_commands 0:0: bind
1744662588.177868 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177869 cmd_parse_build_commands 0:2: v
1744662588.177871 cmd_parse_build_commands 0:3 0:0: send
1744662588.177874 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177875 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1744662588.177877 cmd_parse_build_commands 0:0: send
1744662588.177878 cmd_parse_build_commands 0:1: -X
1744662588.177880 cmd_parse_build_commands 0:2: rectangle-toggle
1744662588.177882 args_parse_flags: next -X
1744662588.177883 args_parse_flags: -X
1744662588.177884 args_parse_flags: next rectangle-toggle
1744662588.177886 args_parse: flags end at 2 of 3
1744662588.177887 args_parse: 2 = rectangle-toggle (type STRING)
1744662588.177890 cmd_parse_build_commands: send-keys -X rectangle-toggle
1744662588.177891 args_parse_flags: next -Tcopy-mode-vi
1744662588.177892 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177893 args_parse_flags: next v
1744662588.177895 args_parse: flags end at 2 of 4
1744662588.177896 args_parse: 2 = v (type STRING)
1744662588.177898 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
